Order_Number,Sales_Date,Sales_Channel,Currency,Sales_Team_ID,Store_ID,Product_ID,Order_Qty,Unit_Price,Unit_Cost,Sales,Costs,Profits
SO4138,4/24/20,Distributor,USD,20,142,24,9,517.36,369.54,4656.24,3325.89,1330.35
SO4139,1/2/20,Distributor,USD,26,47,8,8,388.90,277.79,3111.24,2222.31,888.92
SO4140,3/8/20,Distributor,USD,25,31,41,3,579.39,413.85,1738.18,1241.56,496.62
SO4141,2/8/20,Online,USD,16,132,21,8,436.00,311.43,3487.97,2491.40,996.56
SO4142,3/12/20,Wholesale,USD,20,16,29,8,552.67,394.76,4421.34,3158.10,1263.24
SO4143,1/10/20,In-Store,USD,6,240,24,10,235.16,167.97,2351.56,1679.68,671.87
SO4144,5/30/20,Distributor,USD,11,96,6,5,307.36,219.55,1536.82,1097.73,439.09
SO4145,4/27/20,In-Store,USD,23,298,3,10,571.16,407.97,5711.58,4079.70,1631.88
SO4146,4/7/20,Distributor,USD,14,361,41,10,311.20,222.29,3112.03,2222.88,889.15
SO4147,3/29/20,In-Store,USD,19,71,34,10,592.73,423.38,5927.29,4233.78,1693.51
SO4148,3/19/20,In-Store,USD,3,296,31,7,460.36,328.83,3222.50,2301.79,920.71
SO4149,1/21/20,Distributor,USD,16,341,4,10,568.29,405.92,5682.91,4059.22,1623.69
SO4150,5/29/20,In-Store,USD,1,226,3,7,579.72,414.09,4058.06,2898.61,1159.45
SO4151,3/23/20,In-Store,USD,8,217,29,5,635.67,454.05,3178.33,2270.24,908.09
SO4152,5/28/20,Wholesale,USD,5,1,44,6,416.31,297.36,2497.87,1784.19,713.68
SO4153,1/6/20,In-Store,USD,26,159,36,4,571.39,408.14,2285.56,1632.54,653.02
SO4154,4/15/20,Online,USD,26,35,38,9,581.81,415.58,5236.25,3740.18,1496.07
SO4155,2/25/20,Wholesale,USD,1,157,15,3,219.54,156.82,658.63,470.45,188.18
SO4156,5/10/20,In-Store,USD,12,338,14,7,514.56,367.54,3601.89,2572.78,1029.11
SO4157,3/25/20,Distributor,USD,8,241,26,9,345.27,246.62,3107.44,2219.60,887.84
SO4158,5/14/20,Wholesale,USD,3,269,1,3,177.55,126.82,532.66,380.47,152.19
SO4159,5/3/20,Wholesale,USD,21,309,7,9,296.37,211.69,2667.29,1905.20,762.08
SO4160,4/20/20,In-Store,USD,23,349,26,2,310.14,221.53,620.29,443.06,177.23
SO4161,3/29/20,Wholesale,USD,4,3,30,4,504.60,360.43,2018.40,1441.71,576.68
SO4162,1/29/20,In-Store,USD,21,228,25,3,184.55,131.82,553.64,395.46,158.18
SO4163,1/4/20,Online,USD,16,227,36,7,448.70,320.50,3140.92,2243.51,897.41
SO4164,5/25/20,Online,USD,9,202,33,9,460.42,328.87,4143.81,2959.86,1183.94
SO4165,3/20/20,Online,USD,8,244,26,9,361.14,257.96,3250.25,2321.61,928.64
SO4166,4/12/20,Distributor,USD,23,194,44,4,319.05,227.89,1276.19,911.57,364.63
SO4167,5/11/20,Distributor,USD,20,188,15,4,557.09,397.92,2228.34,1591.67,636.67
SO4168,4/29/20,Wholesale,USD,19,100,45,4,227.87,162.76,911.47,651.05,260.42
SO4169,2/12/20,Wholesale,USD,18,197,11,2,405.28,289.49,810.56,578.97,231.59
SO4170,5/29/20,In-Store,USD,1,15,38,1,268.45,191.75,268.45,191.75,76.70
SO4171,3/15/20,In-Store,USD,13,302,10,3,588.64,420.46,1765.92,1261.37,504.55
SO4172,3/21/20,Wholesale,USD,6,9,1,3,619.15,442.25,1857.46,1326.76,530.70
SO4173,3/4/20,In-Store,USD,14,170,7,5,403.80,288.43,2019.01,1442.15,576.86
SO4174,4/15/20,Wholesale,USD,25,351,2,5,387.99,277.13,1939.94,1385.67,554.27
SO4175,1/30/20,Online,USD,20,85,37,6,510.99,364.99,3065.92,2189.95,875.98
SO4176,1/22/20,Distributor,USD,17,215,27,2,635.50,453.93,1270.99,907.85,363.14
SO4177,4/9/20,Wholesale,USD,21,246,36,5,628.88,449.20,3144.40,2246.00,898.40
SO4178,1/2/20,In-Store,USD,1,337,24,6,518.68,370.49,3112.08,2222.91,889.17
SO4179,3/11/20,Online,USD,11,319,25,1,331.37,236.69,331.37,236.69,94.68
SO4180,5/26/20,In-Store,USD,9,138,4,6,161.22,115.15,967.29,690.92,276.37
SO4181,3/20/20,Distributor,USD,22,170,14,3,206.37,147.41,619.10,442.22,176.89
SO4182,3/31/20,Wholesale,USD,8,112,46,6,433.54,309.67,2601.26,1858.04,743.22
SO4183,2/19/20,Online,USD,10,237,13,5,261.06,186.47,1305.30,932.36,372.94
SO4184,4/23/20,Online,USD,8,170,37,8,472.57,337.55,3780.55,2700.39,1080.16
SO4185,2/25/20,In-Store,USD,16,71,28,2,599.30,428.07,1198.59,856.14,342.46
SO4186,4/28/20,Online,USD,14,142,6,6,409.04,292.17,2454.22,1753.02,701.21
SO4187,5/17/20,Distributor,USD,11,308,42,2,503.98,359.99,1007.97,719.98,287.99
SO4188,5/15/20,Wholesale,USD,5,307,45,6,362.83,259.17,2177.00,1555.00,622.00
SO4189,3/18/20,Distributor,USD,13,167,18,2,198.65,141.89,397.30,283.79,113.52
SO4190,5/12/20,Wholesale,USD,19,253,6,3,418.77,299.12,1256.32,897.37,358.95
SO4191,2/13/20,Online,USD,19,334,47,2,168.62,120.44,337.24,240.89,96.35
SO4192,5/31/20,Distributor,USD,25,339,21,10,408.63,291.88,4086.31,2918.79,1167.52
SO4193,4/20/20,Online,USD,1,197,33,10,562.38,401.70,5623.82,4017.01,1606.81
SO4194,5/13/20,In-Store,USD,13,243,8,8,454.47,324.62,3635.72,2596.95,1038.78
SO4195,3/24/20,Wholesale,USD,7,216,9,7,313.14,223.67,2192.01,1565.72,626.29
SO4196,4/2/20,Wholesale,USD,21,128,18,9,347.50,248.22,3127.54,2233.96,893.58
SO4197,5/22/20,Online,USD,14,47,30,10,254.67,181.91,2546.69,1819.06,727.63
SO4198,2/21/20,Online,USD,9,201,14,9,471.13,336.52,4240.19,3028.70,1211.48
SO4199,1/20/20,Distributor,USD,24,74,10,1,602.81,430.58,602.81,430.58,172.23
SO4200,2/6/20,Wholesale,USD,21,349,14,4,588.75,420.53,2355.00,1682.14,672.86
SO4201,1/27/20,In-Store,USD,2,99,11,4,333.44,238.17,1333.76,952.69,381.08
SO4202,3/15/20,In-Store,USD,11,198,34,7,457.55,326.82,3202.85,2287.75,915.10
SO4203,2/27/20,Distributor,USD,2,88,29,9,601.60,429.72,5414.43,3867.45,1546.98
SO4204,4/6/20,Online,USD,14,19,14,3,342.49,244.63,1027.46,733.90,293.56
SO4205,4/25/20,Online,USD,15,205,34,10,444.14,317.24,4441.39,3172.42,1268.97
SO4206,4/7/20,Online,USD,4,56,2,1,631.96,451.40,631.96,451.40,180.56
SO4207,3/4/20,Distributor,USD,14,76,30,10,187.11,133.65,1871.11,1336.51,534.60
SO4208,2/13/20,In-Store,USD,10,356,30,9,383.00,273.57,3447.03,2462.16,984.86
SO4209,4/30/20,Distributor,USD,10,220,45,8,549.73,392.67,4397.86,3141.33,1256.53
SO4210,5/8/20,Online,USD,21,326,46,8,260.02,185.73,2080.13,1485.81,594.32
SO4211,1/26/20,Wholesale,USD,15,248,6,6,591.68,422.63,3550.10,2535.79,1014.32
SO4212,1/30/20,In-Store,USD,11,289,19,3,426.31,304.51,1278.93,913.52,365.41
SO4213,5/4/20,Distributor,USD,24,261,6,1,280.98,200.70,280.98,200.70,80.28
SO4214,4/24/20,Wholesale,USD,10,38,12,1,605.99,432.85,605.99,432.85,173.14
SO4215,4/20/20,Wholesale,USD,7,233,2,7,558.82,399.15,3911.71,2794.08,1117.63
SO4216,5/16/20,Distributor,USD,8,134,29,6,640.99,457.85,3845.94,2747.10,1098.84
SO4217,5/2/20,Wholesale,USD,19,322,36,8,415.97,297.12,3327.74,2376.96,950.78
SO4218,4/28/20,Online,USD,21,59,34,2,494.23,353.02,988.46,706.04,282.42
SO4219,5/21/20,Online,USD,25,18,44,3,640.79,457.71,1922.37,1373.12,549.25
SO4220,4/18/20,Distributor,USD,18,223,24,4,278.26,198.76,1113.05,795.03,318.01
SO4221,2/22/20,Wholesale,USD,12,347,38,10,476.83,340.59,4768.30,3405.93,1362.37
SO4222,3/13/20,Online,USD,5,301,33,1,512.85,366.32,512.85,366.32,146.53
SO4223,1/26/20,Online,USD,7,258,35,5,607.56,433.97,3037.79,2169.85,867.94
SO4224,2/11/20,Online,USD,16,358,43,10,435.32,310.94,4353.20,3109.43,1243.77
SO4225,1/14/20,Online,USD,14,34,10,3,459.81,328.44,1379.43,985.31,394.12
SO4226,1/29/20,Wholesale,USD,17,324,36,1,328.70,234.78,328.70,234.78,93.91
SO4227,3/12/20,In-Store,USD,26,100,47,8,487.90,348.50,3903.19,2787.99,1115.20
SO4228,2/16/20,In-Store,USD,8,95,9,2,430.90,307.79,861.80,615.57,246.23
SO4229,3/11/20,Distributor,USD,21,188,27,9,185.50,132.50,1669.54,1192.53,477.01
SO4230,5/22/20,Distributor,USD,26,24,21,4,636.55,454.68,2546.19,1818.71,727.48
SO4231,5/7/20,In-Store,USD,17,240,1,9,232.79,166.28,2095.14,1496.53,598.61
SO4232,3/31/20,In-Store,USD,7,215,6,4,318.12,227.23,1272.49,908.92,363.57
SO4233,4/6/20,Distributor,USD,10,139,1,8,277.38,198.13,2219.04,1585.03,634.01
SO4234,3/25/20,Wholesale,USD,3,59,25,10,223.56,159.69,2235.64,1596.88,638.75
SO4235,5/6/20,Wholesale,USD,22,196,27,6,506.07,361.48,3036.44,2168.89,867.55
SO4236,2/15/20,Online,USD,11,256,11,1,516.55,368.96,516.55,368.96,147.59
SO4237,4/14/20,In-Store,USD,2,17,28,6,259.54,185.39,1557.24,1112.32,444.93
SO4238,1/15/20,In-Store,USD,3,153,18,3,172.99,123.57,518.97,370.70,148.28
SO4239,2/27/20,Distributor,USD,5,86,32,7,594.31,424.51,4160.16,2971.54,1188.62
SO4240,3/11/20,Online,USD,18,163,14,8,567.54,405.38,4540.31,3243.08,1297.23
SO4241,1/15/20,Wholesale,USD,14,186,24,10,286.75,204.82,2867.46,2048.18,819.27
SO4242,3/8/20,Online,USD,2,66,25,10,177.12,126.51,1771.19,1265.13,506.05
SO4243,5/8/20,Online,USD,11,285,32,8,449.95,321.39,3599.59,2571.14,1028.46
SO4244,4/22/20,Online,USD,21,212,5,4,519.80,371.28,2079.19,1485.14,594.05
SO4245,3/5/20,Wholesale,USD,6,30,47,9,494.67,353.34,4452.05,3180.04,1272.01
SO4246,2/5/20,In-Store,USD,2,288,34,1,486.48,347.48,486.48,347.48,138.99
SO4247,3/4/20,Distributor,USD,15,79,26,8,354.72,253.37,2837.73,2026.95,810.78
SO4248,3/10/20,Wholesale,USD,7,273,21,9,436.23,311.59,3926.05,2804.32,1121.73
SO4249,2/10/20,In-Store,USD,6,142,7,10,475.43,339.59,4754.32,3395.95,1358.38
SO4250,5/29/20,Wholesale,USD,1,257,40,2,477.29,340.92,954.58,681.84,272.74
SO4251,4/1/20,In-Store,USD,21,79,27,5,207.24,148.03,1036.21,740.15,296.06
SO4252,5/9/20,Distributor,USD,15,279,22,7,527.00,376.43,3688.98,2634.99,1053.99
SO4253,3/11/20,Online,USD,16,196,12,6,381.34,272.38,2288.03,1634.30,653.72
SO4254,3/12/20,In-Store,USD,9,334,24,4,350.19,250.13,1400.75,1000.54,400.21
SO4255,1/19/20,In-Store,USD,26,322,1,6,438.96,313.54,2633.76,1881.26,752.50
SO4256,4/1/20,Wholesale,USD,22,48,2,1,405.87,289.90,405.87,289.90,115.96
SO4257,3/26/20,In-Store,USD,15,212,3,5,650.92,464.94,3254.58,2324.70,929.88
SO4258,2/29/20,Distributor,USD,12,206,28,3,449.15,320.82,1347.44,962.46,384.98
SO4259,5/24/20,In-Store,USD,25,304,15,1,550.25,393.03,550.25,393.03,157.21
SO4260,3/28/20,In-Store,USD,12,297,32,1,475.77,339.83,475.77,339.83,135.93
SO4261,3/16/20,Online,USD,12,81,34,9,357.18,255.13,3214.60,2296.14,918.46
SO4262,2/7/20,Online,USD,17,315,7,8,204.70,146.22,1637.62,1169.73,467.89
SO4263,4/10/20,Online,USD,18,193,19,5,276.81,197.72,1384.04,988.60,395.44
SO4264,5/12/20,Distributor,USD,5,78,22,5,433.64,309.74,2168.20,1548.72,619.49
SO4265,3/26/20,Online,USD,16,282,24,2,190.13,135.81,380.26,271.61,108.64
SO4266,3/12/20,Distributor,USD,12,69,25,3,208.40,148.86,625.19,446.57,178.63
SO4267,1/2/20,In-Store,USD,1,316,10,7,380.33,271.67,2662.32,1901.66,760.66
SO4268,1/9/20,Online,USD,11,180,17,10,405.50,289.64,4054.97,2896.41,1158.56
SO4269,4/1/20,Wholesale,USD,12,124,9,9,554.54,396.10,4990.84,3564.88,1425.95
SO4270,5/6/20,Wholesale,USD,17,193,40,9,404.49,288.92,3640.39,2600.28,1040.11
SO4271,4/21/20,Wholesale,USD,11,356,28,4,558.36,398.83,2233.44,1595.32,638.13
SO4272,4/16/20,Wholesale,USD,16,15,29,9,202.76,144.83,1824.83,1303.45,521.38
SO4273,3/12/20,Wholesale,USD,4,108,18,8,293.95,209.97,2351.62,1679.73,671.89
SO4274,1/12/20,Wholesale,USD,6,26,23,2,410.89,293.50,821.79,586.99,234.80
SO4275,4/11/20,Distributor,USD,26,119,15,7,485.45,346.75,3398.14,2427.24,970.90
SO4276,1/20/20,Online,USD,3,100,35,6,206.83,147.74,1241.00,886.43,354.57
SO4277,4/22/20,Wholesale,USD,3,359,14,10,549.96,392.83,5499.63,3928.31,1571.32
SO4278,5/4/20,Wholesale,USD,4,49,5,4,466.40,333.14,1865.61,1332.58,533.03
SO4279,1/6/20,In-Store,USD,25,16,22,4,478.54,341.82,1914.17,1367.26,546.90
SO4280,3/11/20,Wholesale,USD,5,229,15,8,374.94,267.82,2999.54,2142.53,857.01
SO4281,4/7/20,Wholesale,USD,3,233,33,7,229.72,164.09,1608.06,1148.61,459.45
SO4282,4/12/20,In-Store,USD,14,104,37,8,499.12,356.52,3992.99,2852.14,1140.86
SO4283,1/11/20,Wholesale,USD,2,180,47,3,283.62,202.59,850.87,607.77,243.11
SO4284,5/9/20,Online,USD,9,304,17,10,373.20,266.57,3731.95,2665.68,1066.27
SO4285,2/11/20,Distributor,USD,9,230,4,6,616.71,440.50,3700.24,2643.03,1057.21
SO4286,4/7/20,Distributor,USD,25,270,16,10,322.19,230.14,3221.94,2301.38,920.55
SO4287,5/1/20,Distributor,USD,16,33,22,9,492.61,351.86,4433.47,3166.76,1266.70
SO4288,1/1/20,Wholesale,USD,18,157,39,4,335.93,239.95,1343.70,959.79,383.92
SO4289,1/10/20,Distributor,USD,1,330,8,2,587.73,419.81,1175.46,839.62,335.85
SO4290,4/28/20,Wholesale,USD,5,361,45,9,455.72,325.52,4101.50,2929.64,1171.86
SO4291,1/22/20,Online,USD,7,149,15,7,578.47,413.19,4049.27,2892.33,1156.93
SO4292,5/26/20,In-Store,USD,20,196,18,3,247.26,176.62,741.79,529.85,211.94
SO4293,3/9/20,Online,USD,25,242,24,4,472.22,337.30,1888.88,1349.20,539.68
SO4294,1/8/20,Online,USD,3,260,9,9,569.00,406.43,5121.01,3657.87,1463.15
SO4295,2/7/20,In-Store,USD,16,174,1,4,562.64,401.89,2250.56,1607.54,643.02
SO4296,1/17/20,Wholesale,USD,17,315,17,7,449.96,321.40,3149.74,2249.82,899.93
SO4297,5/11/20,Wholesale,USD,16,127,27,7,525.72,375.51,3680.03,2628.59,1051.44
SO4298,3/17/20,Distributor,USD,18,331,1,8,552.96,394.97,4423.67,3159.76,1263.91
SO4299,1/9/20,Distributor,USD,19,138,33,3,302.66,216.18,907.98,648.55,259.42
SO4300,3/5/20,In-Store,USD,2,355,8,7,275.49,196.78,1928.40,1377.43,550.97
SO4301,5/18/20,In-Store,USD,4,306,42,2,530.66,379.04,1061.32,758.09,303.23
SO4302,4/6/20,Online,USD,13,96,10,7,214.86,153.47,1503.99,1074.28,429.71
SO4303,1/22/20,Wholesale,USD,22,27,1,9,408.05,291.46,3672.43,2623.17,1049.27
SO4304,1/4/20,In-Store,USD,3,291,30,2,306.32,218.80,612.64,437.60,175.04
SO4305,5/5/20,Distributor,USD,4,321,20,2,524.38,374.56,1048.76,749.12,299.65
SO4306,1/5/20,Wholesale,USD,11,309,4,9,601.25,429.46,5411.22,3865.15,1546.06
SO4307,4/27/20,Distributor,USD,15,174,11,5,275.46,196.76,1377.31,983.79,393.52
SO4308,5/16/20,Wholesale,USD,20,150,41,2,254.58,181.84,509.15,363.68,145.47
SO4309,1/28/20,Online,USD,1,297,20,8,650.39,464.56,5203.11,3716.50,1486.60
SO4310,2/14/20,Online,USD,10,342,12,6,436.18,311.55,2617.06,1869.33,747.73
SO4311,2/8/20,In-Store,USD,3,285,21,3,257.07,183.62,771.22,550.87,220.35
SO4312,5/23/20,Wholesale,USD,4,16,12,3,472.79,337.70,1418.36,1013.11,405.25
SO4313,5/8/20,In-Store,USD,5,191,13,9,633.87,452.76,5704.83,4074.88,1629.95
SO4314,1/20/20,In-Store,USD,15,72,41,3,199.64,142.60,598.92,427.80,171.12
SO4315,3/16/20,Wholesale,USD,26,13,16,5,447.22,319.44,2236.09,1597.21,638.88
SO4316,2/4/20,Online,USD,14,126,35,8,584.01,417.15,4672.10,3337.22,1334.89
SO4317,1/28/20,In-Store,USD,3,231,35,4,384.47,274.62,1537.87,1098.48,439.39
SO4318,4/27/20,Wholesale,USD,21,29,45,7,319.27,228.05,2234.92,1596.37,638.55
SO4319,5/9/20,In-Store,USD,20,366,37,3,596.28,425.92,1788.84,1277.75,511.10
SO4320,3/18/20,Online,USD,4,327,15,10,241.16,172.25,2411.56,1722.54,689.02
SO4321,3/15/20,Distributor,USD,21,353,19,5,223.28,159.49,1116.42,797.44,318.98
SO4322,4/4/20,Wholesale,USD,5,158,6,1,489.33,349.52,489.33,349.52,139.81
SO4323,1/31/20,Wholesale,USD,2,62,8,8,650.84,464.89,5206.75,3719.11,1487.64
SO4324,5/30/20,Wholesale,USD,19,353,38,3,512.54,366.10,1537.62,1098.30,439.32
SO4325,4/20/20,Distributor,USD,18,86,16,9,233.16,166.54,2098.45,1498.89,599.56
SO4326,1/21/20,Online,USD,3,146,17,3,617.85,441.32,1853.56,1323.97,529.59
SO4327,2/8/20,Online,USD,4,58,24,4,417.07,297.90,1668.27,1191.62,476.65
SO4328,2/21/20,Online,USD,15,205,40,10,382.74,273.39,3827.45,2733.89,1093.56
SO4329,3/9/20,In-Store,USD,7,7,7,1,235.18,167.99,235.18,167.99,67.19
SO4330,5/23/20,Online,USD,3,214,11,9,396.15,282.97,3565.37,2546.69,1018.68
SO4331,1/22/20,Distributor,USD,4,88,8,6,351.34,250.95,2108.02,1505.73,602.29
SO4332,5/24/20,Wholesale,USD,24,240,11,7,392.67,280.48,2748.70,1963.36,785.34
SO4333,1/4/20,Online,USD,15,347,5,10,391.44,279.60,3914.41,2796.00,1118.40
SO4334,2/12/20,Online,USD,14,150,14,4,496.50,354.64,1986.00,1418.57,567.43
SO4335,2/9/20,Online,USD,4,72,30,6,472.15,337.25,2832.92,2023.51,809.41
SO4336,3/12/20,Wholesale,USD,8,267,17,7,392.88,280.63,2750.19,1964.42,785.77
SO4337,1/9/20,Distributor,USD,12,55,27,2,430.07,307.19,860.13,614.38,245.75
SO4338,3/30/20,Distributor,USD,1,286,30,4,388.08,277.20,1552.33,1108.81,443.52
SO4339,2/19/20,In-Store,USD,6,141,26,4,399.27,285.19,1597.09,1140.78,456.31
SO4340,3/27/20,In-Store,USD,11,188,46,9,428.18,305.84,3853.61,2752.58,1101.03
SO4341,1/23/20,Online,USD,11,360,38,8,498.48,356.06,3987.83,2848.45,1139.38
SO4342,3/6/20,Online,USD,15,352,42,7,286.20,204.43,2003.43,1431.02,572.41
SO4343,4/18/20,In-Store,USD,17,26,7,1,520.09,371.49,520.09,371.49,148.60
SO4344,5/20/20,In-Store,USD,3,11,14,4,244.42,174.58,977.68,698.34,279.34
SO4345,4/29/20,Distributor,USD,11,350,39,4,638.90,456.36,2555.62,1825.44,730.18
SO4346,4/4/20,Distributor,USD,11,264,15,10,220.74,157.67,2207.39,1576.70,630.68
SO4347,1/5/20,Online,USD,17,2,35,6,275.30,196.64,1651.81,1179.86,471.95
SO4348,3/20/20,Online,USD,17,307,6,6,423.61,302.58,2541.64,1815.45,726.18
SO4349,3/31/20,In-Store,USD,7,349,30,2,389.15,277.96,778.30,555.93,222.37
SO4350,4/6/20,Online,USD,17,266,8,3,231.84,165.60,695.51,496.79,198.72
SO4351,5/24/20,Distributor,USD,3,93,29,3,577.76,412.69,1733.29,1238.06,495.23
SO4352,1/25/20,Distributor,USD,8,204,25,8,638.21,455.87,5105.70,3646.93,1458.77
SO4353,4/25/20,In-Store,USD,22,247,33,3,512.61,366.15,1537.83,1098.45,439.38
SO4354,2/1/20,Wholesale,USD,19,65,18,1,189.87,135.62,189.87,135.62,54.25
SO4355,2/14/20,Distributor,USD,16,98,1,5,344.66,246.18,1723.29,1230.92,492.37
SO4356,1/30/20,Distributor,USD,23,230,23,5,535.76,382.69,2678.80,1913.43,765.37
SO4357,4/22/20,Distributor,USD,1,129,29,8,344.53,246.09,2756.26,1968.76,787.50
SO4358,2/11/20,Wholesale,USD,11,260,20,9,241.66,172.61,2174.94,1553.53,621.41
SO4359,2/20/20,Online,USD,23,83,27,1,168.87,120.62,168.87,120.62,48.25
SO4360,3/30/20,Online,USD,2,125,45,4,247.64,176.89,990.57,707.55,283.02
SO4361,2/4/20,Online,USD,14,253,7,3,273.55,195.39,820.64,586.17,234.47
SO4362,1/12/20,In-Store,USD,26,189,23,7,379.89,271.35,2659.20,1899.43,759.77
SO4363,3/4/20,In-Store,USD,10,222,39,7,604.65,431.89,4232.53,3023.24,1209.29
SO4364,1/23/20,In-Store,USD,12,31,4,5,522.21,373.01,2611.06,1865.04,746.02
SO4365,2/21/20,Wholesale,USD,2,27,12,5,340.41,243.15,1702.05,1215.75,486.30
SO4366,3/25/20,Wholesale,USD,11,274,39,10,638.83,456.31,6388.30,4563.07,1825.23
SO4367,4/23/20,Online,USD,25,366,4,4,578.46,413.18,2313.83,1652.73,661.09
SO4368,1/12/20,In-Store,USD,4,322,39,6,478.10,341.50,2868.60,2049.00,819.60
SO4369,1/13/20,In-Store,USD,25,9,35,5,465.04,332.17,2325.19,1660.85,664.34
SO4370,1/4/20,Distributor,USD,8,59,19,8,413.31,295.22,3306.50,2361.78,944.71
SO4371,3/14/20,Distributor,USD,3,78,21,5,434.16,310.11,2170.80,1550.57,620.23
SO4372,4/13/20,Distributor,USD,13,44,30,1,492.80,352.00,492.80,352.00,140.80
SO4373,1/8/20,Online,USD,16,330,40,4,297.77,212.69,1191.06,850.76,340.30
SO4374,1/3/20,Online,USD,13,366,39,3,407.89,291.35,1223.68,874.06,349.62
SO4375,1/12/20,Wholesale,USD,7,214,10,3,594.38,424.56,1783.14,1273.67,509.47
SO4376,3/8/20,In-Store,USD,4,226,21,2,206.49,147.50,412.99,294.99,118.00
SO4377,2/26/20,Online,USD,19,309,10,3,197.86,141.33,593.58,423.98,169.59
SO4378,3/9/20,Distributor,USD,11,48,21,1,202.33,144.52,202.33,144.52,57.81
SO4379,5/6/20,Distributor,USD,7,204,19,5,347.16,247.97,1735.79,1239.85,495.94
SO4380,2/10/20,Wholesale,USD,7,308,3,10,158.13,112.95,1581.31,1129.51,451.80
SO4381,5/19/20,In-Store,USD,6,364,7,6,333.29,238.06,1999.72,1428.37,571.35
SO4382,1/3/20,Online,USD,8,165,35,5,451.28,322.35,2256.42,1611.73,644.69
SO4383,4/22/20,Distributor,USD,8,189,28,7,264.83,189.17,1853.84,1324.17,529.67
SO4384,5/28/20,Online,USD,4,165,24,9,540.75,386.25,4866.77,3476.26,1390.50
SO4385,4/26/20,Wholesale,USD,1,345,45,5,406.73,290.52,2033.67,1452.62,581.05
SO4386,5/4/20,In-Store,USD,2,188,47,3,199.26,142.33,597.79,426.99,170.80
SO4387,3/25/20,In-Store,USD,25,316,47,10,239.19,170.85,2391.89,1708.49,683.40
SO4388,1/15/20,Wholesale,USD,21,21,46,6,583.07,416.48,3498.44,2498.88,999.55
SO4389,5/14/20,Wholesale,USD,12,154,36,4,508.87,363.48,2035.47,1453.91,581.56
SO4390,2/8/20,Online,USD,23,155,9,5,332.83,237.74,1664.15,1188.68,475.47
SO4391,1/23/20,In-Store,USD,14,126,38,1,647.84,462.74,647.84,462.74,185.10
SO4392,5/14/20,Wholesale,USD,4,87,32,1,561.31,400.94,561.31,400.94,160.37
SO4393,1/14/20,Online,USD,8,99,20,2,593.85,424.18,1187.69,848.35,339.34
SO4394,1/26/20,Wholesale,USD,16,358,3,7,645.06,460.76,4515.45,3225.32,1290.13
SO4395,1/6/20,Online,USD,16,230,37,7,639.87,457.05,4479.10,3199.35,1279.74
SO4396,3/26/20,Distributor,USD,7,290,11,6,429.26,306.61,2575.56,1839.69,735.88
SO4397,2/10/20,In-Store,USD,3,232,34,3,581.10,415.07,1743.30,1245.21,498.08
SO4398,2/6/20,Online,USD,1,21,29,10,532.25,380.18,5322.49,3801.78,1520.71
SO4399,2/8/20,Wholesale,USD,25,49,47,7,554.74,396.24,3883.18,2773.70,1109.48
SO4400,5/10/20,In-Store,USD,19,102,4,7,577.63,412.59,4043.38,2888.13,1155.25
SO4401,5/1/20,Wholesale,USD,15,150,38,2,582.33,415.95,1164.65,831.90,332.76
SO4402,4/5/20,Wholesale,USD,14,98,32,6,316.84,226.31,1901.02,1357.87,543.15
SO4403,3/2/20,Online,USD,12,41,3,10,458.41,327.43,4584.05,3274.32,1309.73
SO4404,4/25/20,Online,USD,15,278,16,4,213.60,152.57,854.38,610.27,244.11
SO4405,2/14/20,Wholesale,USD,2,355,44,9,251.78,179.84,2266.02,1618.58,647.43
SO4406,5/6/20,Online,USD,24,304,39,3,190.65,136.18,571.94,408.53,163.41
SO4407,1/1/20,In-Store,USD,16,355,15,8,307.72,219.80,2461.75,1758.39,703.36
SO4408,3/22/20,In-Store,USD,7,305,37,7,374.67,267.62,2622.69,1873.35,749.34
SO4409,3/17/20,Online,USD,25,32,18,3,265.76,189.83,797.29,569.49,227.80
SO4410,5/14/20,Online,USD,20,261,24,10,285.32,203.80,2853.22,2038.02,815.21
SO4411,1/9/20,Distributor,USD,25,309,22,5,240.07,171.48,1200.35,857.39,342.96
SO4412,5/29/20,In-Store,USD,23,324,3,5,554.74,396.25,2773.72,1981.23,792.49
SO4413,3/26/20,Distributor,USD,12,60,32,9,420.41,300.29,3783.70,2702.64,1081.06
SO4414,4/16/20,In-Store,USD,15,14,21,1,367.03,262.16,367.03,262.16,104.86
SO4415,5/13/20,Wholesale,USD,26,161,19,10,487.28,348.05,4872.75,3480.54,1392.21
SO4416,5/30/20,Wholesale,USD,18,224,14,3,465.43,332.45,1396.29,997.35,398.94
SO4417,3/5/20,Wholesale,USD,7,245,3,9,359.69,256.92,3237.25,2312.32,924.93
SO4418,4/21/20,Distributor,USD,13,261,12,9,157.40,112.43,1416.61,1011.86,404.75
SO4419,1/26/20,In-Store,USD,8,39,14,5,412.72,294.80,2063.60,1474.00,589.60
SO4420,2/6/20,Distributor,USD,25,289,38,10,419.64,299.74,4196.39,2997.42,1198.97
SO4421,3/28/20,Wholesale,USD,8,310,8,2,428.69,306.21,857.39,612.42,244.97
SO4422,5/9/20,Wholesale,USD,7,116,19,8,280.77,200.55,2246.17,1604.41,641.76
SO4423,2/23/20,Wholesale,USD,18,59,44,2,178.74,127.67,357.49,255.35,102.14
SO4424,2/10/20,In-Store,USD,22,102,5,9,337.41,241.01,3036.66,2169.05,867.62
